Observed concentration,Predicted concentration symbolic regression ALE,Predicted concentration Eleveld
2.67,3.2564623,3.3379345
2.66,3.8287084,3.2744126
2.88,3.8086658,3.3660898
2.52,3.7717633,3.3812459
2.52,3.737641,3.384236
2.13,3.7068927,3.382624
2.57,3.666609,3.3778636
2.17,3.6546073,3.3762286
2.2,3.632559,3.3732207
1.56,2.4726412,2.4932618
1.79,2.0734684,1.7964863
3.37,8.6267605,5.546463
2.9,4.2756987,3.4855905
1.41,3.059627,2.657364
1.07,2.6346672,2.1882048
1.31,2.6319733,2.0900116
1.78,2.6916175,2.080527
1.45,2.78749,2.0884836
1.35,2.8685985,2.1088793
1.41,3.1511917,2.199494
1.22,2.4203155,1.8143167
0.95,1.8471332,1.3074843
0.28,0.90715545,0.44745412
0.09,0.57677394,0.19662401
0.06,0.49777982,0.1465421
7.41,8.645931,5.6747475
3.22,4.284915,3.6284182
2.1,3.062502,2.7842708
1.87,2.6346734,2.2939959
2.33,2.6345613,2.2020748
2.43,2.6988103,2.2181437
2.6,2.7995088,2.2533867
2.51,2.8827238,2.2878873
2.36,3.1070564,2.3849816
1.82,1.8007396,1.4669688
0.49,0.85996604,0.53579277
0.22,0.5626028,0.26920977
4.96,8.620011,5.520189
6.0,4.2559514,3.4412684
3.42,3.0340645,2.6022265
4.17,2.607626,2.122544
3.52,2.6095698,2.0145392
3.69,2.6765072,1.995189
4.77,2.7797008,1.9957882
4.49,2.8636043,2.014716
4.56,3.0873082,2.0870876
3.19,1.7874578,1.2056712
1.03,0.8581326,0.40250272
0.48,0.56107384,0.20055382
6.22,8.708121,6.4531126
2.89,4.2432237,3.9942532
2.82,3.0002718,2.9127333
2.86,2.5669022,2.229558
2.62,2.560727,2.0768726
2.78,2.6153393,2.0938747
2.69,2.704598,2.1328363
2.77,2.7811966,2.1701715
2.82,2.8797503,2.2190676
1.66,1.5990858,1.2323393
0.67,0.8015368,0.5346208
0.5,0.32245383,0.13609722
12.21,8.653572,6.1760526
4.88,4.2510037,3.8391702
3.51,3.023587,2.815026
3.13,2.5943656,2.1695175
2.66,2.5866263,2.0198767
3.06,2.6387427,2.025874
3.04,2.726004,2.0549636
3.24,2.7688544,2.0735972
1.88,1.4802548,1.1185888
0.71,0.5778533,0.3662981
0.11,0.22682686,0.10138434
6.3,8.618343,5.8653436
3.18,4.2391768,3.6430252
3.36,3.014076,2.6891432
3.24,2.586006,2.101604
2.8,2.5849223,1.9625843
2.55,2.647261,1.9543871
2.69,2.7451544,1.9702561
2.73,2.8262136,1.9995345
2.38,2.8353486,2.0022933
1.84,1.5663815,1.0964628
0.36,0.6600687,0.36450744
0.19,0.37854818,0.17718403
0.1,0.2867851,0.11805153
5.26,8.71595,6.4678435
2.45,4.2513895,4.001305
2.31,3.0099747,2.9225085
2.28,2.577179,2.2464104
1.89,2.5692673,2.098881
2.0,2.621124,2.1179128
2.07,2.7076724,2.1578445
1.98,2.790485,2.1981778
2.18,2.8656416,2.233905
2.13,2.139326,1.7880224
1.77,1.6057271,1.2534397
0.48,0.7058678,0.4570227
0.22,0.38970745,0.18951772
7.79,8.637918,5.9734006
4.27,4.28858,3.8374314
1.99,3.0757596,2.9435246
2.06,2.650653,2.4191418
2.3,2.6402476,2.3355339
2.3,2.6882548,2.3815167
2.33,2.7723503,2.4453545
2.17,2.8485498,2.4897676
3.47,3.2434344,2.664892
3.17,2.5188317,2.26129
2.1,1.942667,1.7012554
0.89,0.9969146,0.6788115
0.35,0.7087476,0.35443163
6.79,8.633769,5.8049316
3.05,4.2836614,3.7632134
2.6,3.0676596,2.9218569
2.18,2.6422713,2.4394658
2.35,2.6383812,2.3716378
2.33,2.696335,2.4232643
2.35,2.7905307,2.4931169
2.4,2.870996,2.5406017
3.03,3.048072,2.6271353
2.24,2.2952092,2.2174497
1.44,1.7404032,1.6744162
0.69,0.8029308,0.6216014
0.24,0.5138268,0.2888132
0.05,0.40169004,0.16505475
3.97,8.615841,5.636552
2.74,4.2582064,3.5093727
2.97,3.0402699,2.6384676
2.75,2.6148427,2.1324987
2.57,2.6127512,2.0195916
2.48,2.6732616,2.005163
2.19,2.7697072,2.010437
2.06,2.8506815,2.0313084
1.96,2.9322531,2.0583277
1.82,2.1812067,1.6524353
1.15,1.632127,1.1612889
0.37,0.7095586,0.3666409
0.15,0.42441785,0.16568968
6.13,8.636405,5.741331
2.71,4.279321,3.7111728
2.4,3.0597625,2.8779016
2.36,2.6334724,2.4011447
2.29,2.6327858,2.3290226
2.38,2.6957815,2.3702939
2.49,2.795125,2.4294915
2.18,2.87771,2.4726536
2.17,3.0043232,2.53247
2.14,2.2824345,2.136735
1.66,1.7419448,1.6095321
0.58,0.8078984,0.5890178
0.26,0.515108,0.27569184
0.13,0.41238815,0.1717746
6.53,8.633363,5.7923603
3.72,4.2849097,3.731995
3.1,3.0693529,2.881177
3.04,2.643913,2.3899639
3.33,2.6393814,2.3119354
3.7,2.6963894,2.3505337
4.94,2.789617,2.406854
4.97,2.8696773,2.448522
6.13,2.9548063,2.488902
5.58,2.2024534,2.0791645
4.68,1.6478614,1.543994
2.69,0.71315634,0.5404697
1.63,0.4282156,0.23607811
0.7,0.3344829,0.1391383
13.02,8.651218,6.142104
4.55,4.249777,3.8134468
2.68,3.0233932,2.8076496
2.54,2.5948396,2.1856227
1.98,2.5871572,2.0463874
2.31,2.6392121,2.0521126
2.57,2.7264245,2.0789473
2.53,2.8028224,2.1105425
3.15,2.9700062,2.1845393
2.69,2.236673,1.7596599
1.69,1.6825576,1.2329235
0.71,0.7697892,0.44966915
0.29,0.49217302,0.23267803
8.91,8.698462,6.4087467
4.94,4.273264,4.071484
3.37,3.0375483,3.047919
2.84,2.604953,2.409352
2.44,2.5982366,2.2865336
2.46,2.652509,2.3333042
2.36,2.7420347,2.4024844
1.9,2.819449,2.4529293
2.23,2.08475,2.0143108
1.14,1.465951,1.3790137
0.4,0.59968126,0.49810916
0.4,0.3375068,0.22180487
7.28,8.677928,6.3617887
4.43,4.2292857,3.9516542
2.72,2.5521903,2.1654294
2.88,2.549526,1.9949236
2.11,2.6099033,2.005317
2.1,2.7050505,2.0417707
2.11,2.7840853,2.081527
2.15,2.8815956,2.1356814
1.96,2.1562946,1.6990075
2.09,1.6269704,1.1754277
1.13,0.7349793,0.45362186
0.46,0.45590132,0.25052726
0.29,0.3601259,0.17319836
0.16,0.33218783,0.1407334
7.69,8.7934885,6.788725
2.95,4.2860794,4.294351
2.79,3.0277898,3.1772802
2.7,2.5877347,2.4603796
2.36,2.5817485,2.3167822
2.34,2.6378675,2.3753803
2.4,2.7288222,2.4598475
2.23,2.806287,2.5189416
2.14,2.8743696,2.56483
1.73,2.1370118,2.1047676
1.55,1.5878973,1.51662
0.4,0.67916906,0.58676577
0.14,0.4006286,0.2837024
0.05,0.30899614,0.17314748
1.47,2.323747,1.8943486
1.95,2.5867295,2.0986476
2.35,2.6639738,2.1522374
1.6,2.6705904,2.1566117
0.92,2.6955137,2.172738
0.23,0.74252176,0.5584295
0.19,0.3399569,0.19810174
9.2,8.627256,5.7524343
5.73,4.2897916,3.6314077
3.9,3.0821142,2.7679677
3.38,2.659001,2.2741606
3.09,2.6469078,2.181053
3.31,2.6920815,2.1903653
3.31,2.7735298,2.214753
3.13,2.8488429,2.2402914
3.02,3.0079756,2.2951345
2.12,1.7052147,1.3715837
0.76,0.7661264,0.45777243
0.34,0.4888245,0.20228176
0.12,0.39647853,0.1257932
7.98,8.619327,5.7035456
3.69,4.2661347,3.5583932
2.62,3.0514555,2.680396
2.34,2.6268284,2.171681
2.9,2.6210268,2.0626385
2.91,2.6757445,2.054357
2.26,2.7663355,2.0640225
2.34,2.8449397,2.0854588
2.63,3.0023515,2.138223
2.2,2.2528007,1.7285466
1.54,1.7015846,1.2295518
0.39,0.7737465,0.40494165
0.22,0.49061006,0.18910271
0.08,0.3940829,0.1246468
5.01,8.650135,6.1392164
4.25,4.3016315,3.9679976
2.71,3.0927248,3.0546606
2.2,2.668455,2.5189238
2.04,2.6516838,2.4473505
2.38,2.6900613,2.5197985
2.69,2.7648685,2.611662
2.52,2.8374949,2.6677713
2.7,2.8836856,2.6957169
2.29,2.1376016,2.2671244
1.42,1.5803862,1.7018639
0.55,0.64553463,0.6164616
0.24,0.37837368,0.2552611
0.11,0.29666692,0.13292146
13.21,8.685609,6.360917
6.54,4.2574325,4.0399423
3.94,3.0169857,3.0164347
3.73,2.5829065,2.3709934
2.73,2.581843,2.2398195
3.21,2.6450763,2.2799115
3.24,2.7436588,2.3439333
2.95,2.8246899,2.3939846
3.04,2.8616793,2.4186552
2.92,2.1334214,1.9830887
1.7,1.5975332,1.4315021
0.74,0.6880704,0.5324484
7.8,8.73021,6.528623
4.24,4.288107,4.1510954
3.71,3.0454543,3.085512
3.22,2.6094801,2.3996084
2.63,2.6025636,2.256115
2.54,2.6571817,2.3026748
2.35,2.7470665,2.3750381
2.43,2.8246381,2.4297812
2.54,2.8754156,2.465941
2.35,2.1439204,2.0206056
1.42,1.6019862,1.4566039
0.61,0.68522745,0.55832344
0.29,0.40660667,0.27634034
0.12,0.31545967,0.17421283
5.85,8.624893,6.0460796
2.53,4.216814,3.746975
1.51,2.984487,2.757876
1.63,2.5549016,2.1483636
1.87,2.5559,2.0093951
1.92,2.621353,2.0094428
1.82,2.7220404,2.0317144
1.62,2.803722,2.0623782
1.98,2.9945211,2.1460156
1.67,2.250275,1.7185926
0.93,1.7107809,1.2065092
0.43,0.8087228,0.4455705
0.2,0.52050185,0.2393912
0.13,0.4170243,0.16690269
7.63,8.6214905,5.8654475
4.61,4.265,3.7822628
2.49,3.046937,2.9189787
2.41,2.621217,2.4193347
1.4,2.6189163,2.343432
1.94,2.6792183,2.3896713
2.17,2.7755177,2.4538374
2.17,2.8565001,2.4987123
1.88,2.894258,2.5177956
3.44,2.1527874,2.110231
1.56,1.5961068,1.564694
0.52,0.67026496,0.54240525
0.29,0.38537037,0.22641242
0.53,0.2930386,0.12641065
14.12,8.713115,6.4530115
6.08,4.2842264,4.104797
4.03,3.0450158,3.0573313
3.65,2.6102834,2.3870502
3.16,2.603839,2.2476795
3.5,2.6590436,2.2914894
3.87,2.7495859,2.3604994
3.55,2.8275058,2.4134855
3.87,2.8960447,2.4604206
3.82,2.171397,2.021684
2.35,1.6318885,1.4640821
0.93,0.71361125,0.5653528
0.61,0.4333858,0.28494534
8.76,8.667957,6.2224793
4.29,4.2626414,3.9580624
3.35,3.0271127,2.9618094
2.29,2.5941784,2.3345146
2.56,2.5932496,2.2038674
2.85,2.6567578,2.2365296
2.61,2.755863,2.2934237
2.9,2.8374043,2.3410828
4.44,3.0626373,2.4701102
3.66,2.3486109,2.04796
2.87,1.8153499,1.5087898
0.85,0.8943195,0.6208236
0.66,0.6009163,0.3488903
3.95,2.9955869,2.8204422
2.95,2.5634282,2.0730777
2.64,2.6230476,2.0813534
2.93,2.7176156,2.1092808
2.91,2.7966506,2.140133
2.97,2.7923505,2.1363907
3.01,2.0663893,1.7064145
1.52,1.53527,1.189182
0.61,0.63838756,0.3937781
0.28,0.36162636,0.17529403
0.13,0.27238005,0.108904265
6.78,8.160901,5.815419
2.6,3.3608263,3.3255465
2.28,1.9643785,2.2296004
1.64,1.3526047,1.474831
2.32,2.3325589,2.024885
2.41,2.4966927,2.19384
2.42,2.688052,2.3683562
2.24,2.8016112,2.4532366
2.08,2.8334346,2.4735646
1.77,2.0876791,2.0486667
1.5,1.5394019,1.5028013
0.45,0.6227191,0.5169943
0.24,0.3498278,0.21164955
0.17,0.26509622,0.115039095
6.53,8.743244,6.61265
3.82,4.2705517,4.192083
3.06,3.0190828,3.1098409
2.56,2.581145,2.415836
2.47,2.5781226,2.2733493
2.44,2.6387057,2.3231971
2.39,2.7343335,2.3986232
2.29,2.8138611,2.4543028
1.98,2.9110134,2.5164564
2.37,2.1670406,2.0612564
1.53,1.6235785,1.4882988
0.53,0.94946486,0.81393594
0.41,0.4310151,0.29063475
0.23,0.33510116,0.18480271
6.82,8.664323,5.462973
3.46,4.3117313,3.5071864
3.04,3.0912712,2.717708
2.73,2.6639178,2.2710216
2.94,2.6637032,2.188585
3.13,2.7279093,2.1988575
3.63,2.8290312,2.228163
3.9,2.913004,2.2601547
4.21,3.0876176,2.3325622
4.17,2.5106492,2.0517516
4.07,1.7923157,1.4621506
1.64,0.8254502,0.5095885
0.84,0.523015,0.24442802
0.57,0.41756225,0.1605137
7.71,8.696627,5.6262197
2.32,4.3108826,3.5307395
2.15,3.0858476,2.6857228
2.03,2.6576228,2.205109
2.25,2.6535242,2.1043649
2.28,2.7114918,2.0953825
2.63,2.8059063,2.1039002
2.36,2.8867092,2.124575
3.93,2.388037,1.7631178
3.23,2.1762168,1.5850005
2.28,1.8461947,1.2498702
0.94,0.96024704,0.45227665
0.38,0.6816203,0.23874274
0.57,0.5738897,0.1684531
9.17,8.708467,6.1418204
4.17,4.2954392,3.9106784
3.21,3.060329,2.9486413
2.94,2.627674,2.3588893
2.73,2.623791,2.2435443
3.19,2.6827116,2.2756252
2.89,2.7775156,2.3292797
2.95,2.8577664,2.373229
2.88,2.4739568,2.174572
2.67,2.014582,1.8555721
1.77,1.582732,1.3969845
0.59,0.6781437,0.50217426
0.23,0.3998513,0.23445626
0.13,0.30837002,0.14571902
6.55,8.682222,6.0485926
3.15,4.2783604,3.8770804
2.61,3.0475855,2.9676301
2.54,2.6177819,2.433509
2.52,2.615884,2.347707
2.57,2.6772146,2.3938134
2.28,2.774442,2.4580991
2.48,2.8556483,2.503056
2.43,2.4574528,2.235578
2.35,2.1953084,2.0115294
1.57,1.8475183,1.6142824
0.54,0.961641,0.6494848
0.3,0.67880535,0.34225884
0.12,0.5684512,0.22993274
3.72,8.563791,5.633227
2.96,4.2331467,3.617723
2.06,3.0187147,2.791984
1.96,2.5945396,2.3181696
2.18,2.5979142,2.2368898
2.45,2.666885,2.261903
2.68,2.7720969,2.3049939
2.71,2.8567185,2.341839
2.76,3.032461,2.4189398
2.56,2.8509624,2.335091
2.38,1.7979691,1.5661103
0.79,0.83157426,0.55538684
0.44,0.5230715,0.26173508
5.95,8.752534,6.6415114
2.33,4.281105,4.209206
2.24,3.032971,3.1286347
2.18,2.596311,2.442273
2.23,2.5897534,2.307239
2.33,2.6446412,2.3619251
2.34,2.7345285,2.44107
2.58,2.811781,2.4969962
2.44,2.8854992,2.5463693
2.2,2.1556206,2.093755
1.41,1.6168348,1.5220113
0.38,0.70495266,0.5881694
0.12,0.3579637,0.2071984
4.82,8.630459,5.9735236
1.9,4.2732487,3.8308506
1.93,3.0569363,2.9334657
4.3,2.631296,2.4060657
2.87,2.624732,2.319876
2.93,2.6784985,2.3630095
3.06,2.7681205,2.424084
2.42,2.8463082,2.4675436
2.74,3.077691,2.574722
2.59,2.3294668,2.1539996
1.87,1.7770699,1.6088314
0.67,0.8440508,0.60647154
0.27,0.5583848,0.29431206
0.1,0.4571409,0.18678762
4.56,8.719657,5.7832217
3.16,4.3374076,3.7174194
2.67,3.1123884,2.8657372
2.22,2.683078,2.3736937
1.95,2.6767516,2.290411
1.74,2.7317474,2.3202808
1.45,2.8234675,2.3681452
1.79,2.4395108,2.1797152
1.6,1.9673378,1.8740678
1.26,1.5234985,1.4195135
0.24,0.6021467,0.46442002
0.12,0.32637447,0.18411297
0.1,0.24189639,0.10084985
1.71,2.635473,2.2830622
1.44,2.6939936,2.3156981
1.68,2.7887366,2.3661194
1.77,2.869393,2.4055305
2.04,3.0011566,2.4655058
1.88,2.3144445,2.1018634
1.4,1.7055027,1.5395422
0.45,0.76307034,0.5455288
0.2,0.47314522,0.24842004
8.59,8.701696,6.4055357
4.16,4.24152,3.967932
2.16,2.9986503,2.8939745
2.0,2.5652447,2.2136853
1.85,2.5604708,2.0593174
1.9,2.6173005,2.0736856
1.79,2.708863,2.1106668
1.8,2.7864702,2.1477802
2.45,2.9343781,2.21185
2.19,2.3096242,1.809298
1.33,1.8180282,1.3101239
0.57,0.9209537,0.54026216
0.36,0.6385876,0.3144941
7.65,8.656853,6.2782936
2.84,4.2338085,3.8887131
2.3,3.0025258,2.8559594
2.09,2.5731468,2.2178705
2.16,2.566785,2.0793557
2.33,2.6206682,2.0920243
2.17,2.7093403,2.1247582
2.19,2.7858837,2.157924
3.14,2.9353666,2.2247493
2.15,2.2877557,1.8514583
1.07,1.6675279,1.2686142
0.92,0.7543427,0.45950016
0.26,0.47501612,0.23046075
0.22,0.37989166,0.15271862
7.97,8.645957,6.164724
4.23,4.230318,3.8230002
3.03,2.9981854,2.8076599
2.64,2.5683768,2.1765501
2.46,2.5653937,2.0338755
3.01,2.6246662,2.039592
2.91,2.7189403,2.067174
2.8,2.797928,2.0997744
2.86,2.9797695,2.1821756
2.41,2.2349825,1.7474654
1.66,1.6947398,1.2273049
0.54,0.79061353,0.4563708
0.38,0.5080615,0.24261524
7.79,11.675387,10.260507
0.95,1.4394705,2.0240302
4.39,4.3970838,4.232808
4.78,4.010753,3.9189732
2.29,4.194409,3.5046718
0.78,1.6233238,0.92998827
2.38,2.287832,3.0699117
1.95,1.3226082,1.6630566
4.48,4.0765305,3.8694234
2.7,3.7861886,3.5214686
0.53,1.4477048,1.1954246
0.88,1.3848915,1.1417543
3.11,7.471247,6.8092356
1.56,3.6651835,3.533407
3.12,4.47148,3.6271248
2.18,4.1457353,3.336252
0.47,1.1158351,0.9562073
1.86,2.9900374,3.349247
2.0,4.429491,3.8255126
4.13,4.0666523,3.439626
1.34,3.3760583,2.8247736
0.89,1.0428716,0.8180975
0.53,0.8139045,0.6533651
3.87,3.718479,4.1089044
1.54,1.895294,2.1249683
2.42,4.6024175,3.9608788
2.75,4.238733,3.573043
2.03,3.5827181,2.9958248
5.36,5.2293844,6.3882623
1.21,1.3208487,1.2240049
3.73,3.698432,3.388675
2.68,3.014251,2.8127606
1.09,0.9892184,0.9137464
0.78,0.8065349,0.78663325
3.06,16.815865,15.731022
1.73,2.4255838,3.158594
4.37,1.3940314,1.7137202
3.47,4.1396575,3.8576143
1.08,1.4727675,1.2000431
1.05,1.3043722,1.0653453
6.72,28.952415,20.197248
4.2,9.691124,7.980863
1.73,3.4213147,3.4759748
1.36,1.3790777,1.8035028
1.38,0.7125513,1.1717821
3.73,4.965362,4.351711
3.76,4.4402623,3.9786603
3.11,3.8034673,3.3483853
2.9,3.755867,2.9219892
1.06,1.5766057,1.1357542
0.77,1.074821,0.44444382
0.43,0.7729309,0.32998988
26.65,23.154615,18.406115
5.88,7.5035157,7.246458
1.44,1.1918744,1.6787475
0.9,0.7291256,1.1184194
6.2,4.278529,3.9805381
6.29,4.047332,3.8399148
3.45,3.7394567,3.3333545
1.69,3.6426694,2.9167988
0.94,1.9718817,1.5214732
0.34,1.1167041,0.56151086
2.69,14.125424,14.425867
1.11,4.7597675,6.2075915
0.88,2.0759397,2.9357176
0.63,1.2873696,1.6234428
0.54,1.0371655,1.0878545
2.27,3.753616,3.6961696
2.36,3.5086749,3.4000902
1.92,2.9811382,2.870158
2.1,2.541982,2.4758062
0.43,0.8660754,0.79884815
0.48,0.30952552,0.2947431
18.81,28.80744,19.2923
4.45,10.125488,7.748113
0.98,3.8834398,3.407523
0.62,1.7914582,1.7641485
0.6,1.0841098,1.1311283
4.32,5.904038,4.3736634
3.3,5.43952,3.933932
2.02,4.846281,3.2600877
2.16,4.3777027,2.9137528
15.77,20.733082,15.772435
3.68,9.015557,7.3567166
2.79,4.2971196,3.6571188
1.65,2.3791883,2.0207798
1.84,1.5826482,1.2875496
6.7,4.857683,3.7094593
5.1,4.79433,3.6758034
4.25,3.8494158,2.981765
2.6,3.246164,2.5596364
0.92,1.0022941,0.83415824
0.43,0.36104843,0.3517307
4.58,9.6213045,9.744287
2.52,3.3066566,3.9580748
1.12,1.6712685,1.9920348
0.69,1.1698079,1.2274336
3.97,4.163093,3.651898
4.89,3.5283132,3.0535345
0.7,1.6017299,1.259966
0.26,0.6259481,0.49133778
0.25,0.47812885,0.35309374
14.35,9.231583,8.396321
2.72,4.127657,4.0685
2.03,2.3339303,2.2708724
1.25,1.6009815,1.4270554
3.04,3.532911,2.778981
2.45,4.465312,3.6651042
4.2,3.423124,2.7722108
4.14,3.2917604,2.7286313
3.68,2.9529476,2.5181413
1.53,1.0934793,0.9503079
7.79,15.711777,13.713631
2.02,4.154498,4.413758
1.07,2.1362915,2.3451796
1.38,1.4009796,1.4492726
2.59,3.8179915,3.2096908
5.03,4.629868,3.975111
5.01,10.102991,11.057054
3.2,2.5075722,3.5593638
2.54,1.4505563,1.9252651
1.3,1.1094601,1.2267087
3.62,3.1996841,3.157834
3.74,3.6415722,3.5816402
5.87,2.8927903,2.7921398
5.76,2.8636005,2.7932758
1.7,1.3723308,1.2158014
6.53,9.668923,9.220824
2.97,3.824027,4.147513
1.91,2.088359,2.324854
4.83,4.418632,3.8497462
6.03,4.70954,4.0623765
5.12,4.5064106,3.760129
4.1,3.8693662,3.1466334
4.92,0.57479733,0.41566244
3.68,3.2887743,2.7294364
2.68,1.4420058,1.0779357
1.16,1.320397,0.98364824
26.17,16.299217,14.514811
6.73,3.4636743,4.067972
3.05,1.5980412,2.0627604
1.89,1.0079823,1.2828931
3.5,4.316445,4.0289917
4.47,4.0318146,3.675303
4.11,3.7094588,3.2237136
6.11,3.8184404,3.2417574
3.05,3.8584847,3.2591667
2.17,1.4808469,1.0030682
0.9,0.9408331,0.57674974
0.55,0.5575809,0.37555337
20.01,22.36334,16.400167
11.29,5.1677537,4.6889577
2.45,2.2548075,2.3504572
3.0,1.2316968,1.4154658
1.16,4.8029017,3.8594272
3.58,5.3131948,4.3264976
3.05,5.0133886,4.0016994
4.63,4.370813,3.3417957
4.3,4.7053256,3.4166877
3.5,2.0498278,1.3166468
1.75,1.5750195,0.843028
0.97,1.1100374,0.5508182
0.77,0.6541,0.38772705
3.244,2.7202592,2.4804578
4.403,3.7073698,3.6836944
2.889,4.150426,4.304364
2.742,4.419007,4.6578727
2.623,4.628138,4.8874865
2.601,3.6479442,3.9952846
2.817,3.3984084,3.6213646
2.861,3.3736572,3.4815793
3.099,3.4166567,3.4470046
1.606,3.544805,3.491565
1.707,3.6739273,3.5757046
3.508,3.7943132,3.6629124
3.202,2.846508,2.6935823
2.542,2.7463348,2.4932466
1.702,2.7290828,2.4517882
1.65,2.72088,2.4434798
1.901,2.7145114,2.4423857
2.614,2.7029035,2.4454699
2.24,2.693531,2.458902
3.377,2.6969378,2.4781928
3.009,2.7084556,2.5011024
3.35,2.7346332,2.5391784
3.36,2.7664175,2.57919
3.913,2.800645,2.6195426
3.692,2.8356788,2.6594033
3.53,1.8322245,1.668702
2.515,1.6334922,1.3953829
1.878,1.5252839,1.2859606
1.516,1.4330986,1.2143728
1.291,1.3491429,1.154327
1.07,1.0218015,0.9224071
0.906,0.92501646,0.85234886
0.528,2.8124416,2.4084103
1.163,3.9162958,3.6416893
1.879,4.433662,4.3058047
3.276,4.745788,4.6928573
3.299,4.9823866,4.9437156
3.695,3.9824278,4.094196
3.071,3.6987886,3.7129784
2.91,3.692749,3.5067952
2.46,3.8223815,3.5324774
1.96,3.957089,3.6065152
2.11,4.0827494,3.686778
1.77,3.0796418,2.7234344
1.47,2.9493353,2.4953384
1.56,2.9213903,2.438761
1.81,2.8953023,2.4168506
2.15,2.8732104,2.4117076
2.12,2.8500886,2.4145498
2.14,2.8459892,2.4277463
1.69,2.8536618,2.4472113
0.98,2.8777528,2.482812
2.06,2.9095647,2.5219178
2.45,2.9446704,2.5620167
2.61,2.9808764,2.6018698
4.83,3.1219115,2.750821
2.89,3.1874292,2.8178604
3.96,2.1060698,1.8152866
2.36,1.8731694,1.5190616
2.06,1.7509733,1.3992885
1.56,1.6497874,1.3247044
1.33,1.5585439,1.2644683
1.11,1.3296887,1.1179863
0.77,1.2079129,1.0394758
3.734,3.2281742,2.4496896
4.449,4.6990857,3.747761
5.184,5.4343486,4.4634376
6.564,5.8577914,4.883184
5.676,6.1454673,5.1512403
4.878,4.9872108,4.2904344
4.296,4.550385,3.880887
4.11,4.3908386,3.6261992
3.08,4.465955,3.622562
4.27,4.5707817,3.677138
3.68,4.6712914,3.7416787
3.48,3.4200878,2.733667
3.04,3.1714082,2.4677374
2.31,3.0990684,2.3910549
2.76,3.0314226,2.3498354
2.73,2.9755256,2.3305368
3.61,2.9103687,2.314617
3.2,2.8772714,2.3265433
3.53,2.8881562,2.3519092
4.09,2.9098887,2.381973
4.06,2.9358037,2.4133122
3.41,2.9631505,2.44443
4.14,3.0182834,2.503851
3.82,3.0721376,2.5586042
4.26,3.1242301,2.608715
4.11,3.1512783,2.6336527
4.65,3.1745322,2.6545088
4.11,3.2638092,2.729662
2.23,1.9242942,1.6613296
1.72,1.596309,1.3393645
1.56,1.452826,1.2111865
1.22,1.3505929,1.1365014
1.19,1.263941,1.0793656
0.9,1.0050839,0.9110671
1.13,0.95697904,0.8785045
0.79,0.68470085,0.67468333
1.901,3.674925,2.822779
3.791,5.3886356,4.2712607
4.668,6.253156,5.04734
4.779,6.746621,5.49291
4.548,7.0747843,5.7745795
4.332,5.7513833,4.76385
3.825,5.2303042,4.2991714
4.058,5.051733,4.0991907
4.002,5.0182147,4.026983
3.93,5.0958343,4.0336714
4.19,5.2164383,4.1007237
4.76,5.335518,4.1768866
3.01,3.906183,3.0301392
3.05,3.6191568,2.74984
2.56,3.5458512,2.6762202
2.42,3.5145497,2.652762
2.11,3.4932952,2.6422477
1.62,3.4546368,2.6292014
1.84,3.412598,2.6226006
2.11,3.4003785,2.6311502
2.34,3.4055264,2.6485584
3.13,3.4305673,2.6834204
3.18,3.465372,2.7229545
3.52,3.5038457,2.7638497
2.72,3.543238,2.804576
2.77,3.6205597,2.8831415
3.29,3.6937668,2.9566963
3.73,3.7623801,3.0251153
3.59,3.826545,3.0886588
3.61,3.8865201,3.1476524
2.5,2.3828492,1.9624481
1.85,1.9985477,1.6170106
1.73,1.8365881,1.4832541
1.29,1.7244475,1.4043312
1.19,1.6294035,1.3426201
1.13,1.2796438,1.1191939
1.157,4.172288,3.1676774
2.142,6.081014,4.722904
3.667,7.016899,5.5237336
4.508,7.531826,5.969961
3.793,7.861899,6.24794
3.75,6.320129,5.0870314
6.585,5.7081757,4.5764904
3.11,5.442232,4.2981133
4.98,5.5107217,4.315289
4.65,5.630839,4.3905406
5.03,5.7517724,4.4728985
3.87,4.1275754,3.2024019
3.32,3.8177404,2.919709
3.14,3.7496574,2.8524196
3.54,3.7145727,2.8246212
3.74,3.6935089,2.8148017
3.64,3.6737576,2.8117065
4.04,3.6733851,2.8219538
4.27,3.6848438,2.8401663
4.77,3.7144248,2.875525
3.74,3.751336,2.9152784
3.75,3.7911046,2.9563525
3.95,3.831547,2.9972765
3.6,3.9107976,3.0762973
3.39,3.9857957,3.1503215
2.08,2.2531931,1.8056695
1.59,1.8434839,1.454094
1.21,1.6835778,1.3231841
1.37,1.5767337,1.2449105
1.38,1.4863492,1.1823906
1.34,1.1456527,0.9518188
1.36,1.024872,0.8699015
1.761,3.4999702,2.7824636
2.849,5.0036106,4.1656575
3.659,5.7169056,4.8858385
4.666,6.113832,5.2903438
4.764,6.3808475,5.543107
4.089,5.0914826,4.529086
2.522,4.63044,4.077103
3.089,4.4925737,3.8890293
7.089,4.4795923,3.8243337
3.55,4.5645,3.8352587
4.15,4.675866,3.89931
2.65,4.7823772,3.970183
2.99,3.450479,2.8478615
2.41,3.2223518,2.5896215
6.31,3.167079,2.5247378
2.6,3.1211023,2.4939601
2.89,3.083071,2.4799662
3.6,3.037923,2.4695127
4.3,3.0194795,2.4730718
5.07,3.0168397,2.4848504
4.92,3.0290627,2.5106657
4.94,3.0508971,2.540859
4.93,3.076856,2.5723586
4.38,3.1044216,2.6037421
