Observed concentration,Predicted concentration symbolic regression ALE,Predicted concentration Eleveld
6.307,2.269852,2.3395417
4.186,1.6918343,1.9073834
3.621,1.4601048,1.696641
3.181,1.3484771,1.58048
2.501,1.2552687,1.4764014
2.315,1.1179806,1.3105901
3.158,1.016057,1.1582241
2.568,0.94250107,1.0218343
2.13,0.8968703,0.9332011
1.659,0.8608702,0.8710335
1.508,0.8286908,0.82375515
1.076,0.7695864,0.751513
0.958,0.66448855,0.64157677
0.763,0.5668099,0.5441817
0.734,0.48943973,0.4677326
0.482,0.42263067,0.40204433
0.308,0.31512624,0.29705125
8.414,7.6369386,7.292299
2.98,3.5200944,2.6642747
3.349,4.2321577,3.276937
3.272,4.9025955,3.7939837
2.955,4.156673,3.190389
4.086,4.853523,3.7842176
3.26,4.1262393,3.2418582
2.957,3.4260128,2.7367127
2.25,2.8325717,2.3176699
1.794,3.6540425,2.9441078
2.685,2.915864,2.3975081
2.8240001,2.0045116,1.8360623
2.49,1.680325,1.5053569
2.283,1.5490422,1.3425571
2.338,1.4633672,1.2541089
2.895,1.3929315,1.199192
2.084,1.2257518,1.1014243
2.319,0.99018955,0.9630212
1.715,0.8704771,0.8729701
1.255,0.7996985,0.8064428
0.971,0.7552918,0.757733
0.724,0.7225795,0.7193022
0.696,0.6707814,0.6584209
0.527,0.583578,0.56172085
0.28,0.5096189,0.48294702
0.191,0.4450564,0.415445
0.182,0.388674,0.3573987
0.16,0.29643288,0.26450723
8.69,13.208228,10.417182
4.261,4.5866838,3.2662554
3.682,5.993551,4.304896
4.235,6.895002,5.3533454
3.501,6.00886,4.3741603
2.446,3.921845,3.0190682
3.83,6.1048865,4.660675
3.317,4.8292713,3.6632285
3.317,6.8583827,4.814655
4.067,6.685496,5.236509
4.422,6.677011,5.4844666
3.457,5.2321587,4.292589
3.406,3.644867,3.3101056
2.76,3.2047114,2.8129976
2.827,2.9953668,2.5469792
2.758,2.8426313,2.3920312
2.916,2.7122645,2.291426
2.983,2.4450917,2.1339087
3.012,1.9606476,1.859026
2.205,1.6956897,1.6606032
1.658,1.60638,1.5762625
1.432,1.5183274,1.4813279
1.351,1.4425809,1.3930529
1.163,1.3580465,1.2941357
0.735,1.1067501,1.0158749
0.613,1.0462153,0.95118624
0.578,0.9109496,0.8090832
0.406,0.8000667,0.6952296
0.309,0.6225121,0.51855165
3.665,7.0142546,8.089643
4.335,5.6539216,4.87023
5.216,6.70667,5.435596
5.274,5.950209,5.2293143
3.638,6.6398144,5.7967095
5.272,7.003443,5.834993
6.472,5.4902477,5.159751
6.362,3.6138775,3.2052586
3.36,3.085583,2.5447774
2.542,2.8477738,2.2091537
2.378,2.6579194,2.0187469
2.323,2.4876444,1.8947082
2.154,2.3325312,1.8023274
3.431,1.8883823,1.5706333
2.054,1.3574209,1.2775612
1.747,0.9309952,0.9867507
1.176,0.8057766,0.8775899
1.085,0.7449445,0.8155669
0.89,0.6909619,0.75242746
0.605,0.6318115,0.6719734
0.253,0.5185338,0.5111815
0.259,0.49000105,0.47345817
0.241,0.44347334,0.4139045
0.165,0.3961297,0.35560635
10.264,9.694563,7.7711143
5.015,5.5139613,3.6248186
5.782,6.133488,4.23479
7.262,5.889024,4.265392
8.104,5.891595,4.454261
6.628,4.098651,3.31892
3.944,2.4582613,2.1446426
3.108,1.9654417,1.6168455
2.549,1.7397022,1.3619004
2.146,1.5854871,1.2234666
1.932,1.4583195,1.1360228
1.541,1.2032409,0.99635136
1.445,0.7582823,0.7453377
1.043,0.5635169,0.60005933
0.786,0.47363454,0.5123506
0.642,0.43018085,0.45993167
0.576,0.40234888,0.4217773
0.426,0.36669332,0.37192205
0.297,0.31749785,0.31300405
0.265,0.27605504,0.26829198
0.182,0.24005708,0.23044296
0.178,0.20394942,0.19303241
0.139,0.17943214,0.16795462
8.032,8.037633,6.882869
2.701,4.4806,2.9767263
3.606,4.808056,3.4769175
6.047,5.0542483,4.10378
3.861,2.7303767,2.232036
5.4,4.794975,3.488649
5.09,4.2218137,3.3904011
4.313,3.4934535,2.8455698
3.433,4.2141604,3.0767646
4.364,3.5597057,2.927646
3.447,2.9105484,2.4034803
4.16,3.624506,3.0055094
5.295,4.238529,3.4513097
4.305,3.5174756,2.912897
2.211,2.991181,2.5270875
3.453,2.571606,2.3905916
1.179,2.2205305,1.7289551
1.337,1.9599161,1.5554054
1.234,1.524375,1.2152529
1.357,1.396181,1.051556
1.274,1.3316855,0.9671789
1.561,1.2837715,0.91883683
1.519,1.2429293,0.8872121
1.711,1.160123,0.835541
1.247,1.0143645,0.73807055
1.303,0.9466398,0.6735662
1.263,0.91017634,0.6266875
0.958,0.88232446,0.5832705
1.082,0.86768544,0.5589047
0.981,0.8338883,0.50366527
0.758,0.77684426,0.4195176
0.694,0.7239516,0.35040435
0.659,0.67466646,0.29275972
0.576,0.6177514,0.2338592
0.391,0.5409356,0.16671349
14.9,22.397615,18.945213
9.67,14.334423,14.233298
2.46,6.3349786,8.228205
1.69,3.2882102,4.9776993
1.11,2.1001213,3.2081885
0.927,1.611041,2.2353811
20.0,20.93508,19.198984
7.73,12.6838,14.026549
3.6,5.169696,7.7022734
3.04,2.638232,4.472934
1.59,1.7571342,2.8137085
1.67,1.4240791,1.9514545
9.68,22.923979,22.391027
4.65,12.943576,15.205458
2.49,4.6250415,7.2946525
1.38,1.4264437,2.2712588
1.12,1.180376,1.576313
15.0,21.82567,20.347523
5.3,12.990046,14.54202
1.79,5.0962524,7.661008
1.24,2.5146425,4.2985635
0.925,1.645842,2.6448202
0.817,1.3304067,1.8212947
6.11,18.749748,17.931705
3.19,10.912366,12.833689
2.45,4.21151,6.793177
1.97,2.1503706,3.8422139
1.89,1.4897457,2.3905876
1.6,1.2531292,1.666982
8.28,20.082415,20.133715
4.36,11.214905,13.671281
1.64,4.0065837,6.5709243
1.04,1.9525563,3.4553788
0.985,1.3443254,2.077388
0.831,1.142604,1.4574478
26.2,18.749504,17.888441
5.36,10.876713,12.793073
2.22,4.179542,6.7626667
1.64,2.1343937,3.821437
1.48,1.4829663,2.376916
1.33,1.2503648,1.6579525
10.2,19.28914,18.41288
4.46,11.241337,13.165834
2.39,4.333702,6.954126
1.67,2.1977441,3.9234004
1.44,1.510728,2.4345858
1.15,1.264938,1.6935847
23.5,20.485687,17.353287
5.58,12.976398,13.116525
2.55,5.6841464,7.6758504
1.57,2.9875278,4.6989703
1.31,1.9616944,3.0606039
1.2,1.5448205,2.149851
6.83,19.181063,17.115004
2.67,11.588345,12.683253
1.35,4.7427425,7.1581697
1.04,2.4665408,4.258136
1.17,1.6807387,2.7264094
1.03,1.3825347,1.9083271
2.83,15.0261755,7.8575287
3.85,10.903404,8.028409
5.45,9.240372,8.156305
2.76,9.070482,7.661519
6.6,9.048534,7.3877854
6.13,6.0366864,6.111848
5.18,5.0268025,5.1581907
4.52,4.1135173,3.4810648
2.94,3.2689586,2.3765357
2.17,2.6176379,1.8892151
4.97,8.2829895,4.777979
4.5,6.6646075,4.851739
4.43,6.1055636,4.9898257
4.25,6.032604,4.890629
4.76,6.166979,4.948565
8.37,22.927608,9.146042
4.99,11.322213,9.48297
7.94,9.601397,9.571625
8.57,9.370955,9.052543
8.71,9.116978,8.546995
7.03,6.4017353,7.1865416
5.74,5.332389,6.064522
4.19,4.364502,4.11877
2.96,3.474747,2.8754597
2.41,2.7869346,2.339997
5.66,8.662633,5.7825823
4.45,7.020702,5.874176
4.68,6.3733807,5.9889235
5.37,6.311652,5.9264846
5.83,6.346566,5.900483
13.03,16.741457,7.683615
9.18,10.80606,7.7436595
9.01,7.944574,7.284536
8.84,7.578289,6.4316416
8.94,7.411811,6.074954
8.1,5.12108,5.1192417
5.49,4.2783947,4.3634787
3.97,3.5078,3.0371456
2.42,2.787338,2.1418705
1.66,2.231728,1.7178084
9.29,8.622761,4.9703536
6.67,6.758618,5.040985
7.19,5.8649526,4.988795
6.8,5.674799,4.738128
6.7,5.777535,4.7074175
13.41,7.569024,2.5964231
7.97,8.648089,7.8364253
7.57,7.901832,7.2962427
7.32,7.660276,6.717768
4.85,4.5107327,4.6987414
4.53,4.290214,4.425125
3.85,3.5572672,3.1157136
1.81,2.6849177,2.0784633
1.31,3.6494906,2.1600611
6.74,8.561788,5.038411
5.04,6.7403727,5.13657
4.44,5.8394656,5.0577164
5.17,5.6952963,4.828339
4.76,5.8014946,4.8117814
13.72,16.42593,8.961612
12.63,11.3227625,9.230177
11.41,9.496538,9.300873
11.68,9.447124,8.807147
11.47,9.444635,8.497884
6.85,6.3857064,7.0677905
5.79,5.318443,5.979728
4.71,4.356688,4.075731
3.22,3.4791164,2.8425732
2.35,2.7938557,2.302491
5.62,8.5795765,5.638486
5.57,6.9457135,5.694265
5.61,6.41158,5.828012
6.41,6.3050976,5.7752867
6.54,6.4317794,5.8063574
9.26,15.679983,7.967346
8.81,11.131687,8.276703
8.03,9.439711,8.583523
8.28,9.308364,8.236393
7.97,9.446509,8.028435
5.54,6.3856277,6.7377887
4.91,5.3373203,5.7628846
3.62,4.3751807,3.996316
2.62,3.4888806,2.7796178
1.87,2.7933872,2.2268386
7.31,8.3870125,5.0440354
5.21,6.787374,5.147241
5.73,6.328883,5.378199
6.71,6.2579546,5.4630075
6.86,6.390129,5.464107
9.42,16.364927,9.262736
9.1,11.242114,9.410159
9.44,9.198043,9.296368
9.28,8.9709015,8.595193
8.7,8.815638,8.179917
6.77,5.995776,6.793111
5.43,5.0353084,5.772788
4.09,4.0743775,3.8566337
3.05,3.291781,2.8076568
2.36,2.642627,2.2944613
8.28,8.537019,5.739451
6.16,6.895974,5.8352222
6.0,6.203155,5.911036
6.35,6.121203,5.803599
6.73,6.2506013,5.8330555
4.55,16.19148,9.121474
4.24,11.696673,9.354288
7.93,9.825552,9.562833
13.25,9.786783,9.162689
8.9,10.105247,8.971234
7.46,5.443219,6.0617046
5.96,4.050977,3.3519847
4.2,3.3245757,2.6079674
3.43,2.8542957,2.2735217
11.35,10.016444,5.7312956
8.05,7.829695,5.781989
8.49,6.6423903,5.9661136
7.79,6.5292993,5.8884554
8.32,6.450487,5.8866105
10.07,15.563805,9.737068
8.81,11.411881,9.935373
9.43,9.882746,10.039008
9.57,9.910086,9.563062
10.51,9.281934,8.997775
7.95,6.6290374,7.556868
5.94,5.446759,6.204789
4.94,4.5230827,4.2243204
3.41,3.6056526,2.9184217
2.47,2.8954184,2.3761933
7.31,8.923773,6.069785
6.46,6.985091,6.1100283
6.29,6.5868154,6.196699
6.2,6.5423546,6.1812778
6.19,6.5730968,6.1207466
12.99,17.761889,9.278014
8.15,12.056701,9.513293
8.05,9.379063,9.508021
10.23,9.928801,9.346606
11.27,9.7611065,8.893251
7.84,6.629852,7.3627496
6.62,5.5060277,6.2098813
5.62,4.4894214,4.14437
4.11,3.590571,2.8419087
3.11,2.89173,2.2986252
10.38,8.762013,5.798471
7.73,7.131307,5.859826
7.93,6.6390634,6.0238533
8.07,6.5053015,5.950296
7.79,6.6305623,5.971685
5.06,16.49928,9.367897
4.78,11.666528,9.451319
7.11,9.533148,9.517553
8.46,9.492326,9.064002
9.64,9.478051,8.632684
6.84,6.8315873,7.441749
6.18,5.4877853,6.251558
5.32,4.434575,4.242096
4.15,9.594241,5.5604134
5.94,7.725055,5.5849743
6.03,6.814789,5.6121883
7.35,6.3731704,5.671511
6.69,6.398596,5.774967
6.72,6.452767,5.859212
14.81,11.819882,9.021425
11.62,9.95539,9.105634
11.09,9.519785,9.133178
13.07,9.297648,8.599951
10.88,9.5997715,8.318532
7.49,6.7813506,7.093001
5.54,5.341449,5.8295727
3.61,4.266149,3.753964
2.49,3.3874857,2.5108955
1.74,2.7222307,2.0139089
7.24,9.218109,5.3780165
6.16,6.996244,5.456562
6.62,6.155194,5.411575
6.39,6.3411403,5.486368
6.05,6.2465787,5.374126
4.62,11.953567,8.770099
7.17,9.770354,9.198612
9.29,10.067653,9.13016
8.76,10.070507,8.786708
8.48,6.8448906,7.377623
8.2,5.477744,6.0095086
5.68,4.5349555,4.123823
4.03,3.6503942,2.8911512
3.12,2.9273727,2.321719
8.33,8.98521,5.5834813
6.91,7.2848864,5.6777825
6.07,6.533502,5.811624
6.25,6.691764,5.8908725
6.44,6.6164145,5.8067293
7.5,15.646459,8.779238
5.9,11.218645,9.027536
9.37,9.51297,9.174598
9.63,9.51027,8.812588
9.02,9.443215,8.400974
6.91,6.405982,7.0203934
5.89,5.2969356,5.9217343
5.06,4.341871,4.0466113
3.22,3.4686532,2.8136504
2.95,2.7891695,2.276013
7.3,8.72846,5.5471864
5.34,7.0384774,5.6496654
5.39,6.324722,5.7495275
5.77,6.259457,5.7086077
6.16,6.4045415,5.72778
10.08,13.703703,12.999895
10.01,10.494938,12.325816
11.46,10.546781,11.341888
11.0,10.455492,10.76254
6.71,6.864889,8.438267
6.0,5.5899005,6.742945
4.06,4.5522513,4.1626096
2.48,3.6666527,2.8724442
1.81,2.9738145,2.4025414
8.64,9.885254,7.595804
4.96,6.9788404,7.3234563
6.06,6.9376254,7.0934105
5.56,6.8627033,6.9557796
8.18,15.677336,9.037616
9.66,11.36153,9.273184
9.79,10.561505,9.777102
11.2,11.664601,10.426734
11.21,12.483504,10.7499895
10.73,8.153739,8.882065
9.9,6.4643455,7.3167543
7.51,5.133291,4.6056
4.66,4.0665383,2.991084
3.35,3.2467055,2.3667095
4.8,5.5845246,3.6707628
13.15,11.423837,7.093161
8.67,8.305482,7.2551575
10.36,8.500987,7.4213305
10.34,8.56947,7.41211
9.42,13.541877,11.5071125
9.73,10.477538,11.487574
10.33,10.354246,11.312487
10.53,10.415899,10.700171
11.2,10.603525,10.373536
7.46,6.877739,8.185896
6.47,5.7823086,6.8246837
4.75,4.689622,4.310685
3.27,3.7534678,2.9387338
2.61,3.0208278,2.4151375
8.83,9.521839,6.753568
7.38,7.625901,6.799635
7.76,6.902529,6.8716264
7.6,6.8368163,6.7488036
7.32,6.944714,6.730557
11.12,12.538383,11.364651
12.34,10.170501,11.242708
13.43,10.153876,11.018273
14.8,10.187973,10.415714
16.72,10.180701,9.903534
11.76,6.527469,7.737073
8.85,5.5001154,6.416011
5.56,4.158972,3.4841993
3.94,3.5731432,2.82365
3.3,2.942753,2.3780682
11.16,9.223799,6.762201
9.6,7.3181024,6.7563734
8.02,6.7918606,6.7732925
9.19,6.6734266,6.571469
8.8,6.7887564,6.571528
7.98,13.44393,9.738169
8.21,10.609319,9.947027
11.44,10.076264,10.079984
11.46,10.145043,9.706102
11.58,10.330966,9.470545
9.6,6.8811307,7.7518463
7.31,5.700914,6.4727187
6.59,4.435809,3.8364167
4.41,3.726359,2.9121475
3.49,3.0018866,2.3579617
7.8,9.211949,6.068856
7.36,7.460444,6.167047
7.79,6.779198,6.254171
7.89,6.7083225,6.160453
7.66,6.8455505,6.2147994
7.64,16.826,9.594822
9.05,11.486033,9.684647
11.03,9.731141,9.702608
12.09,9.743221,9.177855
11.63,9.978647,8.915098
8.87,6.4652724,7.1670837
8.06,5.3030767,5.8908935
5.82,4.3074536,3.7671041
3.84,3.419097,2.521582
2.82,2.7372653,2.0308812
11.7,8.950678,5.734863
7.22,7.038033,5.763641
7.78,6.4441943,5.8407984
7.36,6.3795414,5.7001815
6.86,6.382849,5.656131
2.23,19.78248,14.049157
4.23,12.634151,13.371057
8.56,10.192491,12.069172
9.15,9.221785,10.389388
9.32,9.971814,10.20095
6.85,6.4017677,7.7762165
5.35,5.1788397,6.0674887
4.39,4.2031617,3.6253996
3.14,3.3489501,2.508819
3.11,2.6982944,2.1115305
10.11,9.156646,7.498485
6.63,7.5414534,7.353821
5.74,6.6163917,6.9473047
6.76,6.4950237,6.621387
7.43,6.5364847,6.5727234
2.17,20.99172,14.296909
7.84,15.787588,16.071371
10.08,11.289133,14.25099
12.35,11.479224,12.958895
12.32,11.295933,12.02761
9.17,7.313254,9.127915
7.8,5.8150506,6.9876537
5.21,4.715915,4.099413
3.85,3.8283937,2.8737876
2.78,3.1288147,2.4535258
10.2,11.246634,8.985698
6.04,8.387687,8.6660385
6.12,7.5449367,8.247223
6.68,7.4011197,7.840196
6.75,7.4627585,7.7864447
6.35,17.3036,9.526945
9.03,12.159733,9.853235
11.18,10.609304,10.28821
11.66,10.865574,10.186031
14.56,11.334097,10.104314
8.46,7.7981253,8.455546
6.04,6.2014146,6.88325
5.18,5.0679526,4.521387
3.09,4.0423055,2.949446
2.37,3.2588103,2.3535557
8.62,10.355389,6.325466
6.0,8.11892,6.396571
6.15,7.4729366,6.568154
5.42,7.4158735,6.531661
5.79,7.446234,6.4807453
2.41,14.360721,11.089856
3.7,11.885853,11.164064
8.7,10.433962,11.175984
10.08,10.829647,10.857451
9.7,11.145563,10.496136
7.04,7.2660036,8.417637
5.74,5.9275017,6.8846045
4.55,4.8104653,4.362381
3.02,3.8566082,2.931388
2.21,3.1147313,2.3926108
5.52,9.948728,6.8188562
5.84,7.9038706,6.854897
6.06,7.0626893,6.8380547
5.81,7.0496583,6.770525
5.82,7.1261477,6.704849
9.84,10.506214,11.687969
11.53,10.821724,11.092326
8.87,11.083258,10.388904
8.48,7.3837667,8.457191
7.15,5.889088,6.8458457
5.35,4.7300806,4.275573
3.23,3.8004498,2.892193
2.39,3.0766568,2.383124
7.66,9.954838,7.130499
5.32,7.869114,7.109899
5.15,7.1297774,7.09648
5.96,7.0150375,6.856578
5.19,7.158916,6.8985515
2.38,20.085579,12.618488
3.17,13.439159,12.5489855
5.55,10.68817,12.109443
7.25,11.004843,11.40959
10.34,13.027332,10.985041
9.35,7.337044,8.502204
7.25,6.053587,6.8985424
4.21,4.9932623,4.45143
3.22,4.0235777,3.0594907
2.37,3.2742012,2.5502954
8.22,10.332175,7.2852473
6.0,7.959954,7.2311115
5.33,7.1104164,7.1359086
7.04,7.06399,6.9586434
2.55,20.239805,14.304172
6.37,12.884733,13.659153
8.87,10.474563,12.403575
13.76,10.725901,11.357122
12.19,10.016799,10.572231
7.63,5.343102,6.329541
5.5,4.3294415,3.707187
4.04,3.4581451,2.5038474
4.7,12.242387,7.8016686
7.17,8.934132,7.613541
7.94,7.7058544,7.4851074
8.23,6.850842,7.059303
8.09,6.850376,6.8868637
8.37,6.7945666,6.7256055
22.54,20.75293,14.889412
10.68,13.00443,14.083376
11.37,10.508734,12.671321
7.25,10.667696,11.478194
11.67,10.350626,10.761244
6.81,6.6142616,8.115596
6.27,5.2922425,6.226756
4.59,4.2909727,3.6610806
3.29,3.426315,2.527646
2.67,2.754664,2.1308963
9.65,9.898489,7.987183
6.93,7.6877384,7.7352347
7.01,6.873155,7.3287663
6.85,6.5607142,6.892955
9.94,6.7870154,6.8917336
10.74,8.836482,9.101159
11.29,9.489456,8.939993
10.76,9.753865,8.961511
7.45,8.3097,7.073663
4.91,4.57756,4.513647
4.07,3.7008743,2.9846554
3.37,3.2898824,2.5609126
2.44,2.6360457,2.0933135
1.8,2.0442753,1.7360418
9.63,8.2637615,8.212248
10.79,8.928412,8.39662
10.86,9.41709,8.557471
9.86,7.076085,7.0221925
8.28,8.233795,7.203798
6.36,8.274857,7.2934885
3.28,3.7765155,3.3039787
2.57,3.037806,2.6636794
2.41,2.4742525,2.269826
2.5,2.0269606,1.9588904
8.03,8.76065,7.6458697
9.84,10.560418,9.197165
11.67,10.801223,9.069207
11.57,10.891146,9.046297
7.22,8.244334,6.5007725
3.81,3.4384227,2.753608
2.28,2.3256333,2.0046651
5.74,7.5833635,6.97106
9.1,8.100017,7.046025
6.95,8.249882,7.0787816
5.34,6.816884,5.740099
3.43,3.1057544,2.6238298
3.05,2.1163187,1.9411649
1.66,0.7468704,0.84530705
10.95,10.914346,10.488287
6.27,5.2145424,4.935215
4.71,4.1593266,3.1335394
4.25,2.7194839,2.1204715
4.05,2.2218866,1.8402004
8.95,9.739492,9.088247
10.83,10.857585,9.453505
8.89,11.31952,9.678968
8.23,11.400072,9.780814
7.62,9.775889,8.450967
3.96,4.592339,4.1720147
2.99,3.1185553,2.9917703
2.32,2.6131165,2.6031299
7.68,9.325849,8.090922
5.5,6.825692,6.4320827
7.14,8.2923975,6.867254
6.72,6.292424,5.213975
6.25,6.4479303,5.3838277
3.88,4.361825,3.6659963
3.21,3.0010798,2.7068121
2.69,2.370887,2.1540656
2.15,1.9202946,1.8170435
1.18,1.6671085,1.6264327
12.1,8.486468,8.96958
10.65,9.077703,8.76363
10.38,8.043797,7.054875
10.34,8.188263,7.317226
6.96,5.0825896,5.515731
5.11,4.1982403,3.9428332
3.51,3.245143,2.7103453
2.72,2.6119096,2.2439075
2.31,1.976798,1.828682
11.23,10.523123,10.016722
11.29,11.35856,10.162977
8.59,10.083994,8.742135
5.2,5.5395207,4.462297
3.18,3.230445,2.8491786
3.22,2.666637,2.4569454
2.59,2.2241268,2.1526444
2.15,1.816615,1.8569218
1.83,1.6530105,1.7310915
5.54,5.756074,5.3072248
5.08,6.1066895,5.3337274
8.01,6.341241,5.399854
6.16,7.3870683,6.4927974
5.95,5.554979,5.617103
11.4,10.827082,9.763619
6.01,5.5046835,6.175076
3.54,4.1358185,3.6285872
2.41,1.6341729,1.6052958
11.89,9.573688,8.536933
11.24,10.270913,8.923649
9.76,9.311493,7.9061375
8.53,7.1305656,6.597212
4.37,4.196223,4.002162
3.27,2.9977245,2.769649
3.17,1.9555552,1.948754
4.84,10.42782,8.633609
8.99,11.340226,9.244395
6.99,10.002113,8.371148
6.86,11.243914,9.477923
6.78,10.7219925,9.491159
6.21,9.61633,8.2812805
2.7,4.735018,4.5261407
1.62,1.9655559,1.9997139
8.43,6.6902313,6.0010786
7.19,7.194078,6.2771297
9.98,7.7738323,6.5987797
7.29,9.602649,9.391474
8.89,10.27032,9.499162
8.95,10.810946,9.666803
9.97,11.889243,10.661344
10.05,11.99353,10.561698
6.26,6.389756,6.4539523
4.21,5.0987835,4.3630176
3.07,4.1356606,3.518429
3.54,3.3784137,2.9836142
2.61,2.7827816,2.5696402
7.53,8.392642,7.599317
9.24,9.250847,7.7337875
10.2,9.3782,7.8752975
8.21,9.835583,8.166406
4.99,5.135744,5.348226
2.6,3.6710396,3.3507261
3.07,2.9083648,2.6927507
2.34,2.5370777,2.3999147
1.52,1.6449995,1.6748034
5.56,7.045737,7.6549234
6.99,7.5728393,7.5608892
7.61,7.887562,7.5792637
7.26,8.101316,7.5792384
2.67,3.7029393,3.1762714
2.29,3.011137,2.5748646
1.94,2.4668984,2.2171376
2.57,2.0384753,1.9405414
9.78,10.285393,8.482554
9.86,11.130677,9.098469
10.1,11.361549,9.408896
9.82,11.774104,9.672907
7.5,10.06658,8.205126
5.8,8.230737,6.7610416
5.13,6.267736,5.194379
3.58,4.2203245,3.8738184
3.2,4.0785546,3.5280123
2.27,2.985679,2.882569
1.86,2.3170495,2.2722754
9.68,11.131185,9.94245
6.57,11.54588,10.059534
6.14,8.564987,7.1588144
2.27,4.1417875,3.389035
2.35,3.1041343,2.6470742
9.45,11.357412,10.307744
10.95,11.707992,10.277398
5.18,5.511768,5.375762
3.5,4.381015,3.5738125
2.75,3.5175767,2.841013
2.09,2.842927,2.3895195
1.9,2.4109595,2.109281
14.79,10.723785,10.212914
15.58,10.888617,9.839017
11.38,8.345197,7.3079805
4.77,4.0000753,3.6148386
4.04,2.6606133,2.5283186
11.65,12.237225,11.038085
16.27,13.605597,11.784691
6.93,5.888583,5.4991727
3.39,4.91858,4.259262
2.96,4.30923,3.7246401
2.94,3.7840765,3.3268416
2.47,3.3314354,3.0015442
5.48,9.653702,8.338079
7.31,10.427393,8.667199
9.99,11.449985,9.324868
5.18,7.6462092,7.400907
2.77,4.3499203,3.7952623
1.94,2.8912547,2.6856687
6.08,10.445566,9.126478
8.85,6.8504095,7.4459114
4.06,4.844689,4.2868104
3.11,3.8776848,3.2176924
2.38,3.1243708,2.65208
1.8,2.536514,2.24962
1.52,1.4393113,1.4497719
13.99,9.4612665,8.9300995
12.98,10.1175785,9.105048
15.57,10.330952,9.226533
9.99,7.729602,8.0691395
5.93,4.815086,4.114901
4.27,3.7703035,3.2338781
3.43,2.9893243,2.7181501
3.21,2.2450025,2.2150729
9.97,8.564371,8.479574
10.25,9.186034,8.29983
10.34,9.592423,8.426908
11.15,10.076405,8.676638
9.1,8.371717,6.982312
5.34,4.78232,4.5437155
4.87,4.817915,3.9043286
4.78,4.4243684,3.8278503
3.86,3.3753686,3.4612157
2.95,2.6811547,2.4934664
2.24,1.8495682,1.8130202
2.29,1.1650766,1.2498267
8.56,8.773115,8.937086
9.42,9.356579,8.493268
8.04,7.1232324,6.650672
5.52,5.0200777,5.132387
6.54,6.6962476,5.3718324
4.32,4.1970363,3.973402
3.06,3.0518956,2.4405558
2.66,2.6026556,2.0989327
2.26,2.2386131,1.8625568
2.08,1.6023985,1.4595034
5.53,8.988821,9.899043
9.33,9.813653,9.549139
6.48,5.8533936,5.702202
5.2,5.7797685,4.5216765
3.55,4.1044993,3.6717463
2.53,3.335761,2.9364674
2.17,2.8323371,2.3243544
2.26,2.0874765,1.7766169
2.68,1.7204481,1.552343
7.69,8.742919,8.124817
7.75,9.475,8.250837
8.06,9.7594185,8.363295
9.03,9.982881,8.487202
9.05,10.123039,8.653389
9.66,10.269332,8.71893
9.44,10.134318,8.703832
7.94,10.249875,8.819738
9.26,10.001011,8.698932
8.8,8.075965,6.9798617
4.3,4.028096,3.7202423
3.7,3.3575475,3.1656048
3.46,2.8236568,2.7551808
2.9,2.094452,2.1653821
3.9,1.8610047,1.9590281
1.78,1.2806772,1.3691828
11.37,8.753433,8.053797
11.94,8.899835,7.7599583
9.53,6.9011765,6.410926
8.7,4.9166636,5.215179
8.96,6.369671,5.4224
4.83,4.6632943,4.7660956
7.25,4.584298,4.7127686
3.57,3.2875082,3.114509
3.12,2.563217,2.4094753
9.63,10.864272,10.162512
10.53,11.549621,10.0939865
11.49,11.900636,10.276668
7.12,6.7835455,6.999817
4.48,4.909641,4.3735228
3.25,3.9254003,3.4114118
2.59,3.3811097,3.0000265
2.17,2.6734881,2.490982
2.55,1.9413346,1.9403126
10.17,14.8894,11.132965
10.32,9.422898,8.216974
10.75,10.008137,8.551598
10.96,10.284395,8.758707
10.44,10.328043,8.841515
10.74,9.393315,7.916369
5.25,5.0308084,4.5874104
9.66,10.434121,8.830493
5.0,4.333513,4.180828
2.83,2.606561,2.4569101
2.18,1.8560724,1.8891762
12.38,8.432522,8.771952
12.95,9.182115,8.640088
12.51,9.600675,8.741579
11.31,7.5109997,6.8355026
7.38,5.081705,5.3001533
5.32,4.115223,3.689638
3.43,3.010313,2.5510833
2.98,2.4388053,2.1589973
2.82,2.129552,1.9529011
10.15,10.017628,9.639439
13.79,11.19678,9.50809
9.13,8.392041,7.081356
8.04,8.165172,7.0732236
4.54,3.791189,3.5152304
2.55,2.5585802,2.4860313
1.61,1.8064673,1.8686299
2.22,2.5005858,2.4730437
2.59,2.5008223,2.4654255
3.2,2.53584,2.4972186
1.99,2.0768273,2.0077143
1.1,2.0563233,2.0194933
1.54,1.5743344,1.6040107
1.42,1.5512657,1.5945934
1.48,2.0124881,2.0813208
2.61,2.4186044,2.474683
1.62,2.4959347,2.5318518
2.86,3.2741818,3.4091196
2.62,2.5102112,2.4549704
0.96,1.6239003,1.5142438
4.33,4.368105,4.534442
3.95,4.47786,4.4928904
3.32,3.4522035,3.822376
3.16,3.6691496,3.286327
2.91,3.7678618,3.4015205
2.98,3.7864857,3.4382577
1.15,1.9795399,1.6912307
0.85,1.8185605,1.3585474
3.4,5.2048726,5.4611325
3.66,5.2945933,5.407097
3.26,5.4529886,5.35107
4.26,5.451802,5.299002
4.37,3.896913,3.8963375
3.67,4.50628,4.036765
3.51,4.6441216,4.175091
3.15,4.67142,4.24411
2.84,4.6871333,4.277685
3.66,4.731618,4.3603063
